"","age","sex","race","hispanic","educ","income","born","relig","relig16","owngun","hunt","marital","happy","eatmeat","recycle","health","life"
"608",79,"male","white","not hispanic",16,86305,"yes","protestant","protestant","no","no, neither r nor spouse hunts","widowed","very happy",4,"sometimes","good","exciting"
"609",70,"male","white","not hispanic",12,10631,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","not too happy",2,"sometimes","fair","dull"
"610",81,"female","white","not hispanic",12,106684,"yes","protestant","protestant","no","no, neither r nor spouse hunts","widowed","not too happy",3,"sometimes","fair","routine"
"611",74,"male","white","not hispanic",20,40812,"yes","protestant","none","yes","yes, respondent does","divorced","very happy",3,"always","good","exciting"
"612",58,"female","white","not hispanic",12,107604,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",3,"never","excellent","exciting"
"613",49,"female","white","not hispanic",18,107546,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",2,"never","good","routine"
"614",41,"male","white","not hispanic",20,47107,"yes","protestant","protestant","no","yes, respondent does","divorced","pretty happy",1,"always","good","routine"
"615",43,"female","other","not hispanic",20,64443,"yes","other","other","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","excellent","routine"
"616",83,"male","white","not hispanic",12,19975,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",2,"often","good","routine"
"617",69,"male","white","not hispanic",17,115464,"yes","none","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",7,"always","fair","routine"
"618",75,"male","white","not hispanic",14,52939,"yes","none","catholic","no","no, neither r nor spouse hunts","married","pretty happy",4,"often","fair","routine"
"619",51,"female","white","not hispanic",17,38581,"yes","none","none","yes","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","routine"
"620",66,"female","white","not hispanic",14,15829,"yes","protestant","none","no","no, neither r nor spouse hunts","divorced","pretty happy",3,"always","good","exciting"
"621",64,"female","other","not hispanic",16,102901,"no","none","catholic","no","no, neither r nor spouse hunts","married","pretty happy",3,"always","fair","exciting"
"622",47,"female","white","not hispanic",16,71163,"yes","none","catholic","yes","yes, spouse does","married","pretty happy",4,"never","good","dull"
"623",83,"male","white","not hispanic",18,109495,"yes","protestant","protestant","yes","yes, respondent does","widowed","pretty happy",7,"never","excellent","exciting"
"624",31,"female","white","not hispanic",16,64800,"no","none","protestant","no","no, neither r nor spouse hunts","married","pretty happy",1,"recycling not available where i live","good","routine"
"625",45,"female","white","not hispanic",16,36292,"yes","protestant","protestant","yes","yes, both do","married","very happy",1,"always","good","exciting"
"626",43,"male","white","not hispanic",12,119364,"yes","none","protestant","yes","yes, respondent does","never married","pretty happy",4,"never","good","routine"
"627",71,"male","white","not hispanic",17,104528,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",3,"always","fair","exciting"
"628",63,"female","white","hispanic",14,24431,"yes","catholic","catholic","no","no, neither r nor spouse hunts","widowed","pretty happy",3,"always","good","routine"
"629",48,"female","white","not hispanic",12,90389,"yes","none","none","yes","no, neither r nor spouse hunts","married","pretty happy",4,"always","good","routine"
"630",57,"female","white","not hispanic",12,80390,"yes","none","none","yes","no, neither r nor spouse hunts","married","pretty happy",3,"often","good","routine"
"631",49,"female","black","not hispanic",20,114223,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",2,"often","good","routine"
"632",55,"female","white","not hispanic",9,10317,"yes","none","none","yes","no, neither r nor spouse hunts","divorced","not too happy",3,"sometimes","poor","routine"
"633",56,"female","white","not hispanic",16,86411,"yes","protestant","catholic","no","no, neither r nor spouse hunts","divorced","pretty happy",1,"always","good","exciting"
"634",48,"male","white","not hispanic",14,38713,"yes","other","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",1,"always","good","routine"
"635",61,"female","white","not hispanic",14,117138,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","not too happy",2,"always","poor","routine"
"636",49,"female","black","not hispanic",20,56598,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","never married","pretty happy",3,"recycling not available where i live","good","exciting"
"637",69,"male","white","not hispanic",18,87726,"yes","protestant","protestant","yes","yes, respondent does","never married","pretty happy",1,"often","good","routine"
"638",63,"female","white","not hispanic",16,69193,"yes","none","catholic","no","no, neither r nor spouse hunts","divorced","not too happy",1,"always","good","routine"
"639",34,"female","white","not hispanic",16,70793,"yes","none","none","no","yes, spouse does","married","pretty happy",2,"always","good","routine"
"640",74,"male","white","not hispanic",17,81472,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","never married","very happy",5,"always","excellent","exciting"
"641",44,"female","white","not hispanic",20,104776,"yes","jewish","protestant","no","no, neither r nor spouse hunts","married","pretty happy",3,"always","fair","routine"
"642",56,"female","white","not hispanic",15,79240,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","very happy",3,"always","excellent","exciting"
"643",31,"female","other","not hispanic",16,83913,"no","none","none","no","no, neither r nor spouse hunts","married","pretty happy",5,"sometimes","good","routine"
"644",71,"male","other","hispanic",12,113385,"no","none","catholic","yes","no, neither r nor spouse hunts","never married","pretty happy",0,"always","good","routine"
"645",40,"female","white","not hispanic",12,89971,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",5,"often","good","routine"
"646",77,"female","white","not hispanic",14,55051,"yes","catholic","protestant","yes","no, neither r nor spouse hunts","married","not too happy",3,"always","good","routine"
"647",66,"male","white","not hispanic",12,88620,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","not too happy",4,"never","poor","routine"
"648",33,"female","black","not hispanic",14,5882,"no","none","none","no","yes, respondent does","never married","pretty happy",3,"sometimes","good","exciting"
"649",52,"female","white","not hispanic",18,62456,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",4,"often","good","exciting"
"650",57,"male","white","not hispanic",19,40378,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",2,"always","good","exciting"
"651",24,"male","white","not hispanic",12,21986,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","not too happy",3,"always","good","routine"
"652",34,"female","white","not hispanic",19,83321,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",5,"often","good","routine"
"653",52,"male","white","not hispanic",11,50302,"yes","protestant","none","yes","yes, both do","married","very happy",5,"always","good","routine"
"654",20,"male","other","hispanic",14,79543,"no","none","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",4,"often","good","exciting"
"655",30,"male","white","not hispanic",16,103169,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",3,"often","good","exciting"
"656",59,"female","other","hispanic",12,1882,"yes","none","protestant","no","no, neither r nor spouse hunts","divorced","very happy",1,"sometimes","good","exciting"
"657",71,"male","white","not hispanic",14,47865,"yes","jewish","jewish","yes","no, neither r nor spouse hunts","married","pretty happy",1,"often","good","routine"
"658",43,"male","other","hispanic",12,92599,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","very happy",4,"always","fair","exciting"
"659",45,"female","white","not hispanic",16,38616,"yes","none","protestant","no","no, neither r nor spouse hunts","divorced","very happy",0,"always","excellent","exciting"
"660",61,"female","white","not hispanic",18,38237,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","excellent","exciting"
"661",37,"female","other","not hispanic",20,58542,"no","other","none","no","no, neither r nor spouse hunts","married","pretty happy",7,"sometimes","fair","exciting"
"662",68,"male","white","hispanic",14,96985,"yes","none","catholic","no","no, neither r nor spouse hunts","married","not too happy",1,"always","fair","dull"
"663",26,"female","other","hispanic",12,77985,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",4,"always","poor","routine"
"664",83,"male","white","not hispanic",16,46203,"yes","protestant","protestant","yes","yes, respondent does","married","pretty happy",7,"often","excellent","exciting"
"665",71,"male","white","not hispanic",12,117731,"yes","protestant","protestant","yes","yes, respondent does","married","very happy",2,"often","good","exciting"
"666",52,"male","white","not hispanic",14,73773,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","very happy",6,"always","good","routine"
"667",68,"male","white","not hispanic",16,54473,"yes","none","catholic","no","no, neither r nor spouse hunts","married","very happy",1,"always","good","routine"
"668",50,"male","white","not hispanic",14,27861,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","never married","pretty happy",3,"sometimes","fair","routine"
"669",55,"female","white","not hispanic",14,103693,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",3,"recycling not available where i live","excellent","routine"
"670",78,"female","white","not hispanic",13,222,"no","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",5,"often","good","routine"
"671",38,"male","black","not hispanic",15,24992,"yes","none","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",0,"recycling not available where i live","good","exciting"
"672",67,"male","white","not hispanic",16,76969,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","not too happy",1,"always","good","exciting"
"673",26,"female","white","not hispanic",16,40708,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","exciting"
"674",70,"male","white","not hispanic",12,13189,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","not too happy",4,"sometimes","poor","routine"
"675",44,"female","white","not hispanic",20,75693,"yes","other","catholic","yes","no, neither r nor spouse hunts","divorced","pretty happy",3,"always","good","exciting"
"676",62,"female","white","not hispanic",13,73156,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","routine"
"677",78,"female","white","not hispanic",16,12835,"yes","protestant","protestant","no","no, neither r nor spouse hunts","widowed","not too happy",1,"always","fair","routine"
"678",78,"male","white","not hispanic",6,104008,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",6,"sometimes","good","exciting"
"679",65,"female","black","not hispanic",12,12814,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","not too happy",2,"always","good","routine"
"680",65,"female","white","not hispanic",14,118683,"yes","catholic","catholic","no","no, neither r nor spouse hunts","divorced","pretty happy",1,"always","good","routine"
"681",60,"male","white","not hispanic",16,86569,"yes","jewish","jewish","yes","no, neither r nor spouse hunts","married","very happy",2,"always","good","routine"
"682",70,"male","white","not hispanic",18,108577,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",4,"always","fair","exciting"
"683",61,"male","white","not hispanic",18,77417,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","very happy",1,"always","excellent","routine"
"684",37,"male","other","not hispanic",12,112333,"no","other","other","no","no, neither r nor spouse hunts","married","pretty happy",3,"often","good","routine"
"685",70,"male","white","not hispanic",14,56498,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",5,"always","good","routine"
"686",30,"female","black","not hispanic",2,859,"yes","other","none","no","no, neither r nor spouse hunts","never married","not too happy",7,"sometimes","good","exciting"
"687",67,"female","white","not hispanic",17,90378,"yes","other","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","exciting"
"688",67,"female","white","not hispanic",20,81890,"yes","none","protestant","no","no, neither r nor spouse hunts","married","pretty happy",1,"always","fair","exciting"
"689",42,"female","white","not hispanic",12,18758,"yes","none","protestant","yes","no, neither r nor spouse hunts","never married","not too happy",2,"often","fair","routine"
"690",66,"female","white","not hispanic",13,96973,"yes","catholic","catholic","no","no, neither r nor spouse hunts","divorced","not too happy",2,"always","good","exciting"
"691",79,"female","white","not hispanic",16,107779,"yes","none","catholic","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","fair","exciting"
"692",69,"female","white","not hispanic",16,113716,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",1,"always","excellent","routine"
"693",60,"female","black","not hispanic",15,118889,"yes","other","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",0,"always","good","routine"
"694",58,"female","white","not hispanic",18,91265,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",2,"always","good","routine"
"695",46,"male","white","not hispanic",18,41888,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","not too happy",3,"often","good","routine"
"696",34,"female","white","not hispanic",14,16579,"yes","protestant","protestant","no","no, neither r nor spouse hunts","widowed","pretty happy",0,"often","fair","routine"
"697",54,"female","black","not hispanic",11,19338,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",2,"always","fair","routine"
"698",28,"male","white","hispanic",12,99235,"yes","protestant","none","no","no, neither r nor spouse hunts","never married","not too happy",2,"always","fair","exciting"
"699",35,"male","white","hispanic",14,60709,"no","other","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","routine"
"700",34,"female","white","hispanic",17,115297,"no","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",3,"sometimes","excellent","routine"
"701",66,"male","white","not hispanic",20,82877,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","very happy",2,"recycling not available where i live","excellent","exciting"
"702",42,"female","black","not hispanic",16,111059,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",1,"sometimes","good","routine"
"703",49,"male","other","hispanic",15,66328,"yes","other","protestant","no","no, neither r nor spouse hunts","divorced","very happy",3,"always","excellent","routine"
"704",40,"female","white","not hispanic",19,47398,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",2,"always","excellent","exciting"
"705",55,"female","white","not hispanic",16,66511,"yes","none","protestant","no","no, neither r nor spouse hunts","divorced","not too happy",7,"always","good","routine"
"706",68,"male","white","not hispanic",13,39893,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","very happy",7,"always","fair","routine"
"707",44,"female","white","not hispanic",8,57639,"yes","none","other","yes","no, neither r nor spouse hunts","never married","not too happy",0,"always","poor","routine"
"708",70,"male","white","not hispanic",12,37310,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",5,"always","fair","routine"
"709",41,"female","other","hispanic",16,92924,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",2,"often","good","routine"
"710",67,"male","white","not hispanic",13,55674,"yes","protestant","protestant","yes","yes, respondent does","divorced","pretty happy",2,"always","good","routine"
"711",79,"female","white","not hispanic",14,43240,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","widowed","pretty happy",6,"always","good","routine"
"712",71,"male","white","not hispanic",14,88224,"yes","catholic","catholic","yes","yes, respondent does","married","pretty happy",2,"always","good","exciting"
"713",55,"female","white","not hispanic",18,75820,"yes","protestant","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","routine"
"714",29,"male","white","not hispanic",17,63634,"yes","none","none","no","no, neither r nor spouse hunts","never married","not too happy",2,"often","good","routine"
"715",66,"male","white","not hispanic",9,106979,"yes","catholic","catholic","no","no, neither r nor spouse hunts","divorced","pretty happy",2,"never","poor","routine"
"716",35,"male","white","not hispanic",12,105549,"yes","none","none","no","no, neither r nor spouse hunts","never married","pretty happy",4,"sometimes","good","dull"
"717",58,"female","black","not hispanic",12,44527,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",3,"always","fair","routine"
"718",67,"male","white","not hispanic",14,114084,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","very happy",2,"always","good","exciting"
"719",64,"female","white","not hispanic",14,11523,"yes","none","protestant","no","no, neither r nor spouse hunts","divorced","not too happy",2,"recycling not available where i live","poor","routine"
"720",72,"male","white","not hispanic",16,75377,"yes","none","protestant","yes","no, neither r nor spouse hunts","separated","pretty happy",2,"always","excellent","exciting"
"721",49,"female","white","not hispanic",8,59018,"yes","protestant","none","no","no, neither r nor spouse hunts","married","not too happy",3,"never","good","dull"
"722",44,"male","black","not hispanic",12,22786,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","not too happy",2,"often","fair","exciting"
"723",51,"female","black","not hispanic",12,93929,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","not too happy",5,"often","poor","routine"
"724",63,"male","black","not hispanic",6,3571,"yes","other","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",1,"never","good","exciting"
"725",59,"male","white","not hispanic",16,43895,"yes","none","catholic","no","no, neither r nor spouse hunts","separated","pretty happy",0,"recycling not available where i live","good","exciting"
"726",61,"male","black","not hispanic",14,37629,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",1,"sometimes","good","routine"
"727",34,"male","white","not hispanic",19,52820,"yes","none","protestant","yes","no, neither r nor spouse hunts","never married","pretty happy",6,"always","good","routine"
"728",71,"male","white","not hispanic",19,109335,"yes","none","protestant","yes","no, neither r nor spouse hunts","never married","not too happy",1,"always","fair","dull"
"729",73,"female","black","not hispanic",14,68801,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",2,"never","good","routine"
"730",86,"male","white","not hispanic",19,73904,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","very happy",2,"often","excellent","exciting"
"731",75,"female","black","not hispanic",11,24831,"yes","protestant","other","no","no, neither r nor spouse hunts","widowed","pretty happy",1,"sometimes","good","dull"
"732",39,"female","white","not hispanic",20,94687,"no","none","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",3,"often","good","routine"
"733",24,"female","black","not hispanic",13,73054,"yes","none","none","yes","no, neither r nor spouse hunts","never married","not too happy",2,"always","good","routine"
"734",48,"female","white","not hispanic",16,103140,"yes","none","protestant","yes","no, neither r nor spouse hunts","divorced","very happy",4,"always","excellent","routine"
"735",46,"male","black","not hispanic",14,86671,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","divorced","pretty happy",1,"sometimes","good","routine"
"736",70,"male","white","not hispanic",16,73274,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",4,"always","good","routine"
"737",70,"male","white","not hispanic",12,57045,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",3,"often","fair","exciting"
"738",70,"male","white","not hispanic",19,53594,"yes","jewish","jewish","no","no, neither r nor spouse hunts","married","pretty happy",0,"often","fair","routine"
"739",69,"female","white","not hispanic",16,21321,"yes","none","catholic","no","no, neither r nor spouse hunts","divorced","very happy",0,"always","excellent","exciting"
"740",59,"female","white","not hispanic",19,116308,"yes","none","protestant","no","no, neither r nor spouse hunts","married","very happy",7,"sometimes","good","routine"
"741",44,"male","white","not hispanic",16,80074,"yes","none","none","yes","yes, respondent does","married","very happy",2,"always","excellent","exciting"
"742",34,"female","white","not hispanic",12,42641,"yes","none","none","no","no, neither r nor spouse hunts","never married","not too happy",0,"always","good","routine"
"743",56,"male","white","not hispanic",14,81112,"yes","none","protestant","yes","yes, respondent does","married","pretty happy",5,"always","good","exciting"
"744",38,"female","white","not hispanic",16,101804,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",5,"always","good","routine"
"745",72,"male","white","not hispanic",19,94547,"yes","none","none","no","no, neither r nor spouse hunts","divorced","very happy",5,"often","excellent","exciting"
"746",35,"male","white","not hispanic",16,70194,"yes","protestant","protestant","yes","yes, respondent does","married","pretty happy",5,"often","good","routine"
"747",36,"male","other","not hispanic",20,89843,"yes","other","protestant","yes","no, neither r nor spouse hunts","never married","pretty happy",1,"never","fair","routine"
"748",32,"male","white","not hispanic",16,80141,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","very happy",1,"always","good","exciting"
"749",53,"male","black","not hispanic",20,100445,"yes","protestant","protestant","yes","yes, respondent does","married","pretty happy",3,"always","good","exciting"
"750",67,"female","black","not hispanic",17,111978,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",3,"never","fair","exciting"
"751",42,"female","white","not hispanic",16,40839,"yes","none","catholic","no","no, neither r nor spouse hunts","married","pretty happy",5,"always","good","routine"
"752",23,"female","other","not hispanic",15,46661,"no","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",2,"always","good","exciting"
"753",29,"female","white","not hispanic",18,116159,"yes","none","none","yes","no, neither r nor spouse hunts","married","pretty happy",4,"always","good","routine"
"754",68,"male","white","not hispanic",17,25570,"yes","protestant","protestant","yes","yes, respondent does","married","very happy",2,"always","good","exciting"
"755",35,"male","white","not hispanic",20,29550,"yes","protestant","protestant","yes","yes, both do","married","pretty happy",5,"often","good","routine"
"756",25,"male","white","not hispanic",16,37671,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",7,"often","good","exciting"
"757",67,"male","white","not hispanic",11,50418,"yes","other","none","no","no, neither r nor spouse hunts","widowed","very happy",3,"always","good","exciting"
"758",42,"female","white","not hispanic",15,113498,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",4,"always","good","routine"
"759",72,"female","white","not hispanic",16,69192,"yes","other","catholic","no","no, neither r nor spouse hunts","widowed","very happy",4,"always","good","exciting"
"760",73,"female","white","not hispanic",18,115696,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","never married","pretty happy",1,"always","excellent","exciting"
"761",76,"male","white","not hispanic",12,100637,"yes","protestant","catholic","yes","no, neither r nor spouse hunts","married","pretty happy",1,"recycling not available where i live","fair","routine"
"762",30,"male","other","hispanic",10,21869,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","never married","very happy",5,"always","excellent","exciting"
"763",50,"female","white","not hispanic",15,36311,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","divorced","not too happy",4,"recycling not available where i live","fair","routine"
"764",57,"male","white","not hispanic",20,114682,"yes","none","catholic","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","good","routine"
"765",56,"male","white","not hispanic",16,100708,"yes","none","catholic","no","no, neither r nor spouse hunts","married","not too happy",6,"always","fair","routine"
"766",34,"male","white","not hispanic",13,61008,"yes","none","protestant","yes","no, neither r nor spouse hunts","never married","not too happy",1,"often","good","routine"
"767",58,"female","white","not hispanic",20,87523,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","very happy",1,"often","good","exciting"
"768",33,"male","white","not hispanic",15,37826,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","very happy",1,"always","good","exciting"
"769",45,"male","white","not hispanic",12,93699,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","never married","pretty happy",4,"always","poor","exciting"
"770",38,"female","white","not hispanic",20,57321,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",4,"always","excellent","routine"
"771",41,"female","black","not hispanic",10,97558,"yes","none","catholic","no","no, neither r nor spouse hunts","divorced","not too happy",4,"never","fair","dull"
"772",38,"male","white","not hispanic",17,66129,"yes","none","protestant","no","no, neither r nor spouse hunts","married","pretty happy",2,"recycling not available where i live","good","routine"
"773",40,"male","white","not hispanic",12,75029,"no","other","other","no","no, neither r nor spouse hunts","divorced","pretty happy",7,"often","excellent","exciting"
"774",62,"female","white","not hispanic",19,103587,"yes","catholic","catholic","no","no, neither r nor spouse hunts","widowed","not too happy",2,"always","good","routine"
"775",50,"female","white","not hispanic",13,21391,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","divorced","very happy",3,"always","excellent","routine"
"776",36,"male","white","not hispanic",16,34705,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",3,"sometimes","good","exciting"
"777",78,"female","white","not hispanic",20,30261,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",3,"recycling not available where i live","fair","routine"
"778",62,"female","white","not hispanic",20,83408,"yes","protestant","protestant","no","no, neither r nor spouse hunts","widowed","pretty happy",1,"always","excellent","routine"
"779",60,"female","black","not hispanic",15,60222,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","never married","pretty happy",0,"always","good","routine"
"780",47,"female","white","not hispanic",16,110301,"yes","catholic","protestant","yes","yes, spouse does","married","pretty happy",2,"always","poor","routine"
"781",60,"male","black","not hispanic",12,62343,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",0,"sometimes","fair","exciting"
"782",46,"female","black","not hispanic",14,69071,"yes","jewish","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",3,"always","fair","exciting"
"783",43,"male","other","not hispanic",15,48442,"yes","none","none","no","no, neither r nor spouse hunts","separated","not too happy",0,"always","good","dull"
"784",81,"male","white","not hispanic",20,82166,"no","catholic","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",5,"always","good","exciting"
"785",58,"male","white","not hispanic",12,9174,"yes","none","none","no","no, neither r nor spouse hunts","never married","pretty happy",3,"never","good","exciting"
"786",46,"female","black","not hispanic",12,117456,"no","protestant","other","no","no, neither r nor spouse hunts","divorced","very happy",4,"never","good","exciting"
"787",72,"female","black","not hispanic",14,116718,"yes","protestant","protestant","no","no, neither r nor spouse hunts","divorced","pretty happy",2,"sometimes","good","exciting"
"788",74,"male","white","not hispanic",16,10584,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","not too happy",3,"always","good","routine"
"789",30,"female","other","hispanic",16,33801,"yes","none","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",2,"always","good","exciting"
"790",42,"female","white","hispanic",15,67888,"no","other","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","good","routine"
"791",29,"male","white","not hispanic",20,33916,"yes","none","none","no","no, neither r nor spouse hunts","never married","not too happy",3,"always","good","exciting"
"792",57,"male","black","not hispanic",13,13005,"yes","jewish","other","no","no, neither r nor spouse hunts","married","very happy",2,"never","excellent","exciting"
"793",38,"female","other","hispanic",20,21148,"yes","catholic","catholic","no","no, neither r nor spouse hunts","never married","pretty happy",0,"always","good","routine"
"794",35,"male","white","hispanic",15,44116,"no","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",1,"always","good","exciting"
"795",60,"female","white","not hispanic",18,38413,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","not too happy",2,"always","excellent","exciting"
"796",57,"male","white","not hispanic",18,36123,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","very happy",7,"always","good","exciting"
"797",61,"male","white","not hispanic",12,68036,"yes","catholic","catholic","yes","no, neither r nor spouse hunts","married","very happy",3,"always","good","exciting"
"798",26,"female","other","not hispanic",16,11836,"yes","protestant","protestant","no","no, neither r nor spouse hunts","never married","pretty happy",0,"always","good","exciting"
"799",56,"female","white","not hispanic",17,111584,"yes","protestant","protestant","no","no, neither r nor spouse hunts","widowed","pretty happy",1,"often","good","routine"
"800",36,"male","other","not hispanic",14,29205,"yes","none","none","no","no, neither r nor spouse hunts","married","very happy",1,"sometimes","excellent","exciting"
"801",74,"female","white","hispanic",14,33377,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","excellent","exciting"
"802",47,"male","white","not hispanic",14,73587,"yes","none","none","yes","no, neither r nor spouse hunts","divorced","pretty happy",2,"always","good","routine"
"803",51,"female","white","hispanic",16,90967,"yes","catholic","catholic","no","no, neither r nor spouse hunts","married","very happy",0,"always","poor","exciting"
"804",51,"male","white","not hispanic",20,82724,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",1,"always","excellent","routine"
"805",40,"female","other","hispanic",11,19305,"no","protestant","none","no","no, neither r nor spouse hunts","married","very happy",3,"always","excellent","routine"
"806",74,"female","white","not hispanic",17,113658,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","pretty happy",4,"always","good","routine"
"807",68,"male","white","not hispanic",15,93712,"yes","none","none","no","no, neither r nor spouse hunts","married","not too happy",2,"always","good","routine"
"808",63,"female","white","not hispanic",16,55261,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","not too happy",0,"always","poor","routine"
"809",76,"female","white","not hispanic",17,43828,"yes","protestant","protestant","no","no, neither r nor spouse hunts","married","pretty happy",2,"always","poor","exciting"
"810",31,"male","white","not hispanic",18,86046,"yes","none","none","no","no, neither r nor spouse hunts","married","pretty happy",0,"always","excellent","routine"
"811",84,"male","black","not hispanic",16,52968,"yes","protestant","protestant","yes","no, neither r nor spouse hunts","married","very happy",2,"always","good","exciting"
